,player_pretty_name,competition_id,goals,assists,minutes_played,yellow_cards,red_cards,player_club_id
1326,Pedri,ES1,7,4,3754,2,0,7205
1327,Pedro,ES1,6,6,1531,3,0,4585
1328,Pedro Alcala,ES1,2,1,3466,16,0,441524
1329,Pedro Bigas,ES1,11,3,11875,25,0,154569
1330,Pedro Leon,ES1,17,21,10522,19,0,380933
1331,Pedro Lopez,ES1,1,2,5694,16,0,308662
1332,Pedro Mosquera,ES1,4,6,10439,30,0,257392
1333,Pedro Porro,ES1,0,4,2946,5,0,399030
1334,Pep Chavarria,ES1,0,0,1,0,0,367
1335,Pepe,ES1,5,4,5194,10,0,25498
1336,Pepe Sanchez,ES1,0,0,254,0,0,50385
1337,Pepelu,ES1,0,0,2006,9,0,97672
1338,Pere Milla,ES1,12,6,4194,11,0,113304
1339,Pere Pons,ES1,5,6,8983,17,0,888397
1340,Peru Nolaskoain,ES1,2,0,462,2,1,7275
1341,Pervis Estupinan,ES1,1,8,5890,14,0,85258
1342,Peter Etebo,ES1,1,1,1789,7,0,43698
1343,Petros,ES1,2,3,4472,19,0,9300
1344,Philippe Coutinho,ES1,16,10,4483,4,0,9956
1345,Pierre Emerick Aubameyang,ES1,11,1,1100,0,0,2358
1346,Pione Sisto,ES1,12,13,5919,5,0,103400
1347,Pipa,ES1,0,0,472,2,0,4998
1348,Piti,ES1,3,5,3066,13,0,691531
1349,Pol Freixanet,ES1,0,0,3,0,0,1531
1350,Pol Lirola,ES1,0,0,201,0,0,4593
1351,Pol Lozano,ES1,0,0,153,0,1,2856
1352,Portu,ES1,36,20,12229,21,0,967565
1353,Predrag Rajković,ES1,0,0,540,0,0,1422
1354,Przemyslaw Tyton,ES1,0,0,4081,2,1,62447
1355,Puma,ES1,0,0,21,0,0,418
1356,Quincy Promes,ES1,2,4,1569,2,0,12144
1357,Quini,ES1,1,2,7287,30,0,1040643
1358,Quique Gonzalez,ES1,0,1,671,0,0,51297
1359,Rachid Ait Atmane,ES1,0,2,1555,5,0,63648
1360,Radamel Falcao,ES1,7,0,997,2,0,10276
1361,Rafa Galvez,ES1,0,0,118,0,0,6124
1362,Rafa Lopez,ES1,0,0,90,0,0,3709
1363,Rafa Mir,ES1,24,1,4990,9,0,220170
1364,Rafa Navarro,ES1,2,2,1422,4,0,3150
1365,Rafa Soares,ES1,0,1,1569,3,0,38325
1366,Rafael Borre,ES1,2,1,345,0,0,17850
1367,Rafael Martins,ES1,1,0,319,1,0,43784
1368,Rafael Van Der Vaart,ES1,0,0,178,0,0,1050
1369,Rafinha,ES1,13,4,6094,12,0,46173
1370,Rajko Brezancic,ES1,0,0,66,0,0,5358
1371,Ramiro Funes Mori,ES1,2,1,3807,17,0,50400
1372,Ramiro Guerra,ES1,0,0,67,1,0,4090
1373,Ramon Azeez,ES1,2,1,2198,6,0,466103
1374,Ramon Terrats,ES1,0,0,127,0,0,36963
1375,Randy Nteka,ES1,3,2,1493,3,0,13579
1376,Raoul Loe,ES1,0,0,569,2,0,2317
1377,Raphael Dwamena,ES1,0,2,214,0,0,40416
1378,Raphael Varane,ES1,7,5,16760,15,1,82764
1379,Raphinha,ES1,1,1,339,1,0,786
1380,Raul Albentosa,ES1,6,3,8168,31,1,99656
1381,Raul Albiol,ES1,1,0,9363,25,0,110250
1382,Raul Baena,ES1,3,1,4188,27,0,19084
1383,Raul Carnero,ES1,1,4,5654,13,0,195166
1384,Raul De Tomas,ES1,35,4,6822,17,1,46383
1385,Raul Fernandez,ES1,0,0,990,0,0,37048
1386,Raul Garcia,ES1,67,27,18516,75,1,151319
1387,Raul Guti,ES1,3,1,4660,9,1,108701
1388,Raul Jimenez,ES1,1,2,577,0,0,273
1389,Raul Lizoain,ES1,0,0,2868,2,0,15104
1390,Raul Navas,ES1,3,2,9071,25,0,93744
1391,Raul Rodriguez,ES1,0,0,1,0,0,714
1392,Raul Torrente,ES1,0,1,1282,5,0,302310
1393,Razvan Rat,ES1,0,0,734,3,0,3670
1394,Recio,ES1,6,11,11021,70,0,191205
1395,Reinier,ES1,1,0,281,0,0,61605
1396,Reinildo Mandava,ES1,0,0,1838,7,0,299
1397,Renan Lodi,ES1,4,6,4696,15,0,1092
1398,Renato Tapia,ES1,0,1,4509,24,0,62980
1399,Rene Krhin,ES1,0,0,3573,7,0,618522
1400,Ricardo Costa,ES1,1,0,1251,7,0,235130
1401,Ricardo Horta,ES1,1,1,2302,5,0,52032
1402,Ricky Van Wolfswinkel,ES1,1,2,615,1,0,2400
1403,Riki,ES1,0,0,199,1,0,151155
1404,Riqui Puig,ES1,2,2,1013,1,0,4323
1405,Riza Durmisi,ES1,3,6,4442,8,0,7650
1406,Rober Correa,ES1,0,2,2539,10,0,46389
1407,Rober Ibanez,ES1,7,3,2573,8,0,628838
1408,Rober Pier,ES1,2,1,8346,18,1,362170
1409,Robert Lewandowski,ES1,8,2,449,0,0,786
1410,Robert Mazan,ES1,0,0,171,0,0,2820
1411,Robert Navarro,ES1,0,0,21,0,0,681
1412,Roberto,ES1,0,0,5326,1,0,54442
1413,Roberto Canella,ES1,2,1,2908,9,0,79065
1414,Roberto Fernandez,ES1,0,0,2070,3,0,386285
1415,Roberto Lago,ES1,0,3,2395,9,1,122397
1416,Roberto Lopez,ES1,3,1,574,0,0,14728
1417,Roberto Rosales,ES1,5,13,15721,38,0,193518
1418,Roberto Santamaria,ES1,0,0,1800,1,0,107160
1419,Roberto Soldado,ES1,28,21,7459,44,1,1141814
1420,Roberto Soriano,ES1,9,5,3601,12,1,57750
1421,Roberto Torres,ES1,23,14,7726,10,0,43692
1422,Roberto Trashorras,ES1,3,12,6004,21,0,25323
1423,Robin Le Normand,ES1,2,6,9110,19,1,76726
1424,Rodri,ES1,4,5,6901,15,0,66592
1425,Rodri Sanchez,ES1,2,3,1767,0,0,6150
1426,Rodri Tarin,ES1,0,0,2380,4,0,39808
1427,Rodrigo,ES1,38,30,11982,19,3,180428
1428,Rodrigo Battaglia,ES1,1,0,4071,18,1,42803
1429,Rodrigo De Paul,ES1,5,7,3721,15,1,36212
1430,Rodrigo Ely,ES1,5,0,7047,28,1,107344
1431,Rodrigo Riquelme,ES1,0,0,364,0,0,61618
1432,Rodrygo,ES1,10,13,3843,3,0,32604
1433,Roger Assale,ES1,2,3,524,1,0,17416
1434,Roger Marti,ES1,46,12,10342,31,0,551740
1435,Roger Martinez,ES1,1,0,226,1,0,8400
1436,Roman Zozulya,ES1,0,0,151,1,0,900
1437,Ronald Araujo,ES1,6,1,4289,12,0,7860
1438,Rony Lopes,ES1,0,0,133,0,0,1840
1439,Roque Mesa,ES1,6,10,12182,56,1,93974
1440,Roque Santa Cruz,ES1,5,1,1331,0,0,31436
1441,Ruben Alcaraz,ES1,8,4,8243,40,0,76298
1442,Ruben Blanco,ES1,0,0,10540,12,3,111860
1443,Ruben Castro,ES1,33,6,6541,6,0,12450
1444,Ruben Duarte,ES1,1,13,15713,58,1,195228
1445,Ruben Garcia,ES1,15,16,9889,17,0,201111
1446,Ruben Martinez,ES1,0,0,7668,9,1,158864
1447,Ruben Pardo,ES1,3,16,6713,17,1,63009
1448,Ruben Pena,ES1,6,7,8843,16,0,189295
1449,Ruben Perez,ES1,1,4,13101,64,1,902567
1450,Ruben Rochina,ES1,19,21,9625,40,0,1445135
1451,Ruben Sanchez,ES1,0,0,39,0,0,2920
1452,Ruben Semedo,ES1,0,0,1079,4,0,63138
1453,Ruben Sobrino,ES1,14,5,6498,16,0,229223
1454,Ruben Vezo,ES1,3,4,13601,30,0,714308
1455,Ruben Yanez,ES1,0,0,900,2,0,37090
1456,Rui Silva,ES1,0,0,8533,7,0,1129465
1457,Ryad Boudebouz,ES1,3,5,2619,5,1,15740
1458,Ryan Babel,ES1,4,1,560,3,0,9867
1459,Ryan Donk,ES1,0,1,854,3,0,2400
1460,Ryder Matos,ES1,0,0,145,0,0,2979
1461,Sa Scaron A Lukić,ES1,0,2,996,4,0,53888
1462,Sabin Merino,ES1,6,1,2304,4,0,47224
1463,Saidy Janko,ES1,0,1,1224,4,0,6954
1464,Salem Al Dawsari,ES1,0,0,33,1,0,1050
1465,Salva Ruiz,ES1,0,0,74,0,1,33590
1466,Salva Sevilla,ES1,11,11,6283,21,0,48489
1467,Salvatore Sirigu,ES1,0,0,1799,1,1,6694
1468,Salvi Sanchez,ES1,4,1,3493,8,0,138505
1469,Sami Khedira,ES1,0,0,294,2,0,4598
1470,Samir Nasri,ES1,2,3,1843,7,0,8464
1471,Sammir,ES1,1,4,1412,0,0,85307
1472,Samu Castillejo,ES1,12,14,8698,17,0,138700
1473,Samu Costa,ES1,0,0,540,2,0,19812
1474,Samu Garcia,ES1,7,4,3892,13,1,109808
1475,Samu Saiz,ES1,2,0,490,3,0,111016
1476,Samuel Chukwueze,ES1,15,14,6631,8,0,130200
1477,Samuel Lino,ES1,1,0,524,1,0,6294
1478,Samuel Martinez,ES1,0,0,180,0,0,3062
1479,Samuel Perez,ES1,0,0,25,0,0,1533
1480,Samuel Umtiti,ES1,2,1,7187,23,0,11921
1481,Samuele Longo,ES1,1,2,550,4,0,80370
1482,Sandro Ramirez,ES1,27,7,8642,19,0,279380
1483,Sanjin Prcic,ES1,0,0,534,3,0,33680
1484,Santi Cazorla,ES1,15,20,5108,5,0,73500
1485,Santi Comesana,ES1,2,3,4918,19,0,23488
1486,Santi Mina,ES1,61,24,14294,31,0,236473
1487,Santiago Arias,ES1,2,2,3280,6,0,202047
1488,Santiago Arzamendia,ES1,1,0,643,2,0,45679
1489,Santiago Bueno,ES1,0,1,540,0,0,73926
1490,Santiago Caseres,ES1,0,1,1589,10,0,24150
1491,Santiago Vergini,ES1,0,0,2203,9,0,96434
1492,Saul Berjon,ES1,7,12,3804,5,0,96579
1493,Saul Garcia,ES1,0,0,3,0,0,1108
1494,Saul Niguez,ES1,26,14,17483,50,0,3029
1495,Sebastian Cristoforo,ES1,0,1,2765,9,0,90957
1496,Sebastian Dubarbier,ES1,0,1,2768,16,0,105664
1497,Sebastien Corchia,ES1,0,1,1093,5,0,6558
1498,Serdar Gurler,ES1,0,1,481,2,0,69654
1499,Serge Aurier,ES1,0,1,1003,4,0,19950
1500,Sergi Darder,ES1,14,17,14632,34,1,142898
1501,Sergi Enrich,ES1,34,23,12447,22,0,286671
1502,Sergi Gomez,ES1,2,3,15704,28,2,149202
1503,Sergi Guardiola,ES1,20,10,7911,14,0,54347
1504,Sergi Roberto,ES1,6,30,12904,22,2,25152
1505,Sergi Samper,ES1,0,1,1443,6,0,370565
1506,Sergino Dest,ES1,2,4,3428,3,0,6681
1507,Sergio Akieme,ES1,0,1,720,2,0,20546
1508,Sergio Alvarez,ES1,4,4,20215,32,1,371716
1509,Sergio Araujo,ES1,7,4,2384,6,0,20296
1510,Sergio Arribas,ES1,0,0,22,0,0,1050
1511,Sergio Asenjo,ES1,0,0,17760,10,0,204480
1512,Sergio Bermejo,ES1,0,0,4,0,0,150
1513,Sergio Busquets,ES1,6,20,21981,75,0,36156
1514,Sergio Camello,ES1,1,1,463,0,0,7521
1515,Sergio Canales,ES1,35,36,17821,33,0,101589
1516,Sergio Escudero,ES1,7,12,12621,47,0,606311
1517,Sergio Garcia,ES1,18,16,6157,16,0,70251
1518,Sergio Gomez,ES1,0,1,769,1,0,155382
1519,Sergio Herrera,ES1,0,0,8392,8,1,31114
1520,Sergio Leon,ES1,24,3,6537,12,0,188203
1521,Sergio Marcos,ES1,0,0,460,0,0,7350
1522,Sergio Mendigutxia,ES1,0,0,29,0,0,2448
1523,Sergio Mora,ES1,0,0,799,5,0,96434
1524,Sergio Moreno,ES1,0,0,13,0,0,13
1525,Sergio Pelegrin,ES1,0,0,726,2,0,15310
1526,Sergio Postigo,ES1,3,2,8721,23,1,383952
1527,Sergio Ramos,ES1,36,8,15742,62,1,76076
1528,Sergio Reguilon,ES1,2,6,3631,11,0,17260
1529,Sergio Rico,ES1,0,0,11436,6,0,45270
1530,Sergio Sanchez,ES1,0,0,1807,8,0,24192
1531,Seydou Doumbia,ES1,2,0,534,2,0,209457
1532,Shaq Moore,ES1,0,0,424,0,0,9956
1533,Shinji Okazaki,ES1,1,1,1128,1,0,133950
1534,Shkodran Mustafi,ES1,7,1,6315,22,0,104184
1535,Shon Weissman,ES1,7,2,2338,3,0,12810
1536,Sidnei,ES1,4,4,13662,23,0,110505
1537,Simao,ES1,2,1,4169,22,1,191976
1538,Sime Vrsaljko,ES1,1,7,4411,17,0,910
1539,Simon Kjaer,ES1,2,0,3586,8,0,16928
1540,Simone Verdi,ES1,0,0,289,2,0,13797
1541,Simone Zaza,ES1,19,2,3454,17,0,55597
1542,Sito,ES1,0,0,52,0,0,1380
1543,Sofiane Boufal,ES1,3,4,2099,6,0,32900
1544,Sofiane Feghouli,ES1,7,9,3191,9,0,56646
1545,Sontm,ES1,1,1,3081,8,1,181872
1546,Soufiane Chakla,ES1,0,0,1088,6,0,43949
1547,Srdjan Babic,ES1,0,0,540,0,0,19812
1548,Stanislav Lobotka,ES1,0,1,6945,5,0,80840
1549,Stefan Mitrović,ES1,1,0,3067,10,1,137233
1550,Stefan Savic,ES1,2,3,14891,52,0,2262
1551,Stefan Scepovic,ES1,6,1,1810,4,0,126106
1552,Stephane Mbia,ES1,4,0,1463,9,0,8464
1553,Stevan Jovetic,ES1,6,4,1204,4,0,7728
1554,Steven Nzonzi,ES1,6,6,7128,12,0,33120
1555,Stipe Pletikosa,ES1,0,0,180,0,0,1794
1556,Stiven Plaza,ES1,0,0,36,0,0,732
1557,Stole Dimitrievski,ES1,0,0,5291,6,0,38081
1558,Sulayman Marreh,ES1,0,0,45,1,0,16795
1559,Sulley Muntari,ES1,0,0,408,3,0,7176
1560,Sung Yueng Ki,ES1,0,0,8,0,0,237
1561,Suso,ES1,4,6,3448,2,0,22448
1562,Sverrir Ingi Ingason,ES1,1,0,1473,7,0,285515
1563,Tachi,ES1,0,0,1083,5,0,19944
1564,Takashi Inui,ES1,16,12,11358,12,0,238314
1565,Takefusa Kubo,ES1,7,8,5380,12,0,99429
1566,Tana,ES1,10,9,5889,8,0,39176
1567,Tanguy Nianzou,ES1,0,0,338,0,0,1840
1568,Tano Bonnin,ES1,0,1,732,3,0,3641
1569,Taty Castellanos,ES1,1,0,495,2,0,73926
1570,Tecatito,ES1,2,4,1225,2,0,6992
1571,Teerasil Dangda,ES1,0,0,133,0,0,19812
1572,Tete Morente,ES1,5,8,4020,10,0,102577
1573,Theo Bongonda,ES1,4,5,3579,8,0,65401
1574,Theo Hernandez,ES1,2,5,5664,18,2,57234
1575,Thiago Galhardo,ES1,2,2,1135,5,0,29140
1576,Thibaut Courtois,ES1,0,0,12690,4,0,58938
1577,Thierry Correia,ES1,1,2,4327,14,0,60842
1578,Thievy Bifouma,ES1,4,4,1969,8,0,213323
1579,Thomas Delaney,ES1,2,1,1701,5,0,10672
1580,Thomas Lemar,ES1,7,13,5761,12,0,1404
1581,Thomas Partey,ES1,16,7,10627,50,0,104078
1582,Thomas Vermaelen,ES1,1,1,2173,7,0,4454
1583,Tiago Mendes,ES1,7,8,4098,11,0,741
1584,Timothee Kolodziejczak,ES1,1,0,4288,10,1,19136
1585,Tito,ES1,1,8,8908,24,1,254679
1586,Toche,ES1,4,1,988,5,0,22425
1587,Tomas Alarcon,ES1,0,1,1646,7,0,72549
1588,Tomas Pina,ES1,5,7,13199,51,1,206570
1589,Tomas Tavares,ES1,0,0,62,0,0,3324
1590,Tomas Vaclik,ES1,0,0,6345,1,0,26128
1591,Tomer Hemed,ES1,8,4,2328,5,0,115570
1592,Toni Kroos,ES1,19,61,20037,33,0,103664
1593,Toni Lato,ES1,3,3,3571,18,0,80020
1594,Toni Moya,ES1,0,1,1480,2,0,31063
1595,Toni Villa,ES1,4,3,4248,9,0,63315
1596,Tonny Vilhena,ES1,1,1,936,4,0,12138
1597,Tono,ES1,0,0,2859,2,1,14101
1598,Tono Garcia,ES1,2,10,9301,25,0,383952
1599,Tropi,ES1,0,0,3,0,0,2098
1600,Txema Anibarro,ES1,0,0,1141,2,0,22995
1601,Tyronne,ES1,0,0,41,1,0,1416
1602,Uche Agbo,ES1,0,0,3008,19,1,640412
1603,Umar Sadiq,ES1,3,0,325,1,0,11268
1604,Unai Bustinza,ES1,2,3,8243,36,0,125642
1605,Unai Garcia,ES1,1,0,5565,15,0,23501
1606,Unai Lopez,ES1,6,5,6915,23,0,88173
1607,Unai Nunez,ES1,2,1,8874,31,0,67740
1608,Unai Simon,ES1,0,0,10552,9,1,73278
1609,Unai Vencedor,ES1,0,1,4210,12,0,40365
1610,Uro Scaron Račić,ES1,1,1,3316,9,0,61891
1611,Valery Fernandez,ES1,0,1,851,2,0,184815
1612,Varazdat Haroyan,ES1,1,0,1438,8,0,45679
1613,Vasyl Kravets,ES1,0,0,484,2,0,7464
1614,Vedat Muriqi,ES1,8,3,1954,7,0,5214
1615,Verza,ES1,6,7,4980,23,0,206638
1616,Vicente Esquerdo,ES1,0,0,12,0,0,2464
1617,Vicente Gomez,ES1,3,2,5308,9,0,35400
1618,Vicente Guaita,ES1,0,0,9090,4,0,374609
1619,Vicente Iborra,ES1,25,9,11520,51,1,121948
1620,Victor Alvarez,ES1,1,4,3466,12,0,35700
1621,Victor Camarasa,ES1,8,6,9086,17,0,253178
1622,Victor Campuzano,ES1,0,0,868,2,0,14280
1623,Victor Casadesus,ES1,11,3,3368,9,0,195344
1624,Victor Chust,ES1,0,0,2234,3,0,80610
1625,Victor Diaz,ES1,3,8,7023,17,0,1288237
1626,Victor Garcia,ES1,1,0,88,0,0,2582
1627,Victor Gomez,ES1,0,1,1268,2,0,12852
1628,Victor Laguardia,ES1,9,8,15254,44,2,195008
1629,Victor Lopez,ES1,0,1,61,0,0,1084
1630,Victor Mollejo,ES1,0,0,62,0,0,8752
1631,Victor Perez,ES1,0,0,287,0,0,16840
1632,Victor Rodriguez,ES1,8,6,6988,8,0,263209
1633,Victor Ruiz,ES1,5,4,15535,51,2,150600
1634,Victor Sanchez,ES1,5,15,12555,73,0,119238
1635,Victorien Angban,ES1,0,0,696,4,0,167950
1636,Vincenzo Rennella,ES1,1,0,191,1,0,900
1637,Vinicius Junior,ES1,28,23,7416,13,0,51414
1638,Vinicius Souza,ES1,0,0,511,2,0,4284
1639,Vitolo,ES1,19,23,10259,25,1,62795
1640,Vitorino Antunes,ES1,2,7,6307,20,1,249927
1641,Waldo Rubio,ES1,2,2,1741,8,0,14274
1642,Walter Montoya,ES1,0,0,187,0,0,1840
1643,Wanderson,ES1,0,0,761,2,0,74180
1644,Weligton,ES1,0,3,5444,21,1,68292
1645,Wellington Silva,ES1,0,6,1987,6,0,102362
1646,Wesley Hoedt,ES1,0,0,893,3,0,9400
1647,Wilfrid Kaptoum,ES1,0,0,968,3,0,2250
1648,Wilfried Zahibo,ES1,0,0,136,1,0,2098
1649,William Carvalho,ES1,4,8,6751,25,1,16200
1650,Willian Jose,ES1,70,20,13320,24,1,116793
1651,Wissam Ben Yedder,ES1,38,17,6189,6,0,33488
1652,Xabi Etxeita,ES1,7,1,10551,34,2,312799
1653,Xabi Irureta,ES1,0,0,3330,3,0,56721
1654,Xabi Prieto,ES1,18,20,10130,11,0,91935
1655,Xavi,ES1,2,8,1780,1,0,4061
1656,Xavi Quintilla,ES1,0,2,2201,7,0,40119
1657,Xavi Torres,ES1,0,0,1493,8,0,43416
1658,Ximo Navarro,ES1,3,5,13184,42,1,221212
1659,Xisco,ES1,1,0,231,0,0,8937
1660,Xisco Campos,ES1,0,1,469,1,0,2133
1661,Yan Couto,ES1,0,0,279,1,0,61605
1662,Yan Eteki,ES1,0,0,3182,11,1,1091675
1663,Yangel Herrera,ES1,6,6,7613,33,0,1180403
1664,Yannick Carrasco,ES1,31,29,10478,27,0,2158
1665,Yannis Salibur,ES1,0,0,78,0,0,948
1666,Yeray Alvarez,ES1,1,1,12628,30,0,90666
1667,Yeremy Pino,ES1,10,5,2816,7,0,64050
1668,Yerry Mina,ES1,0,1,370,2,0,655
1669,Yevgen Konoplyanka,ES1,4,5,1612,4,0,11776
1670,Yoel Rodriguez,ES1,0,0,3964,2,1,57088
1671,Yoshinori Muto,ES1,1,2,1118,1,0,39858
1672,Youssef El Arabi,ES1,23,4,4513,7,1,1058085
1673,Youssef En Nesyri,ES1,45,7,10017,19,0,129109
1674,Youssouf Kone,ES1,0,0,73,0,0,4593
1675,Youssouf Sabaly,ES1,0,1,950,1,0,1800
1676,Yunus Musah,ES1,2,2,3190,9,0,68185
1677,Yuri Berchiche,ES1,9,17,15266,48,0,118884
1678,Zakaria Bakkali,ES1,2,3,1743,8,0,56297
1679,Zdravko Kuzmanovic,ES1,0,1,698,5,0,13008
1680,Ze Castro,ES1,2,3,4137,14,0,18350
1681,Zouhair Feddal,ES1,8,6,9158,45,1,132170
